"campus","sample_type","sample_subtype","classcode","orig_classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021"
"VRG","UPC","COVER","THYSQU","Serpulorbis squamigerus","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes","squamigerus","Thylacodes squamigerus","WoRMS","709499","Tube Snail, Scaled Worm Shell",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","TUBAMP","TUBAMP","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,"Tube-building amphipods","MLPA_kelpforest",NA,"Tube-building amphipods",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","TUBECOL","TUBECOL","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm - colonial","MLPA_kelpforest",NA,"Tubeworm - colonial",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","TUBEMAT","TUBEMAT","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm mat","MLPA_kelpforest",NA,"Tubeworm mat","This species group was sampled starting in 2002",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","TUBEMAT","TUBEMAT","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm mat","MLPA_kelpforest",NA,"Tubeworm mat","This species group was sampled starting in 2002",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","TUBEMAT","TUBEMAT","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm mat","MLPA_kelpforest",NA,"Tubeworm mat","This species group was sampled starting in 2002",NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","TUBEWORM","TUBEWORM","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm","MLPA_kelpforest",NA,"Tubeworm","Any tube worm (spirorbids, sabellids, serpulids, terrebelids) excluding Dodecacaria, Salmacina, Diopatra and Phragmatopoma (distinguished and sampled separately). Dodecacaria, Salmacina, Diopatra or Phragmatopoma are sampled separately",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","TUBEWORM","SAB","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm","MLPA_kelpforest",NA,"Tubeworm","Any tube worm (spirorbids, sabellids, serpulids, terrebelids) not otherwise classified. Dodecacaria, Salmacina, Diopatra or Phragmatopoma are sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","TUBEWORM","FEATHER","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm","MLPA_kelpforest",NA,"Tubeworm","Any tube worm (spirorbids, sabellids, serpulids, terrebelids) excluding Dodecacaria, Salmacina, Diopatra and Phragmatopoma (distinguished and sampled separately). Dodecacaria, Salmacina, Diopatra or Phragmatopoma are sampled separately",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","TUBEWORM","Eudistylia polymorpha","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Tubeworm","MLPA_kelpforest",NA,"Tubeworm","Any tube worm (spirorbids, sabellids, serpulids, terrebelids) not otherwise classified",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","TURF","TURF","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Filamentous Turf","MLPA_kelpforest",NA,"Red Filamentous Turf","Dense turf of red filamentous algae < 1cm high. This species group was sampled starting in 2002",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","TURF","TURF","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Filamentous Turf","MLPA_kelpforest",NA,"Red Filamentous Turf","Dense turf of red filamentous algae < 2cm high. This species group was sampled starting in 2002",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","TURF","TURF","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Filamentous Turf","MLPA_kelpforest",NA,"Red Filamentous Turf","Dense turf of red filamentous algae < 1cm high. This species group was sampled starting in 2002",NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","TURF","red algae - turf","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"Red Filamentous Turf","MLPA_kelpforest",NA,"Red Filamentous Turf","Dense turf of red filamentous algae < 2cm high",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","UNDJUVLAM","JUVLAM","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,NA,NA,"Laminariales Recruit","MLPA_kelpforest",NA,"Laminariales Recruit","Smaller than adult size laminariales (eg, Macrocystis, Laminaria, Pterygophora, Eisenia, Pleurophycus). Counted by 1 or 2 observers in 2008-2010",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","UNDPIN","UNDPIN","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","pinnatifida","Undaria pinnatifida","WoRMS","145721","Undaria","First observed in Northern Channel Islands in 2016.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","UNID","UNID",NA,NA,NA,NA,NA,NA,NA,"Unidentified Cover Organism","MLPA_kelpforest",NA,"Unidentified Cover Organism",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","WATSUB","WATSUB","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","subtorquata","Watersipora subtorquata","WoRMS","111592","Invasive bryozoan","Added to species list in 2019, prior to that was lumped with BRYO but noted in site notes",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes"
"UCSB","UPC","COVER","WATSUB","WATSPP","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","subtorquata","Watersipora subtorquata","WoRMS","111592","Invasive bryozoan",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","WATSUB","Watersipora subtorquata","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","subtorquata","Watersipora subtorquata","WoRMS","111592","Invasive bryozoan",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","RELIEF","FLATREL","0-10 CM",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Flat","MLPA_kelpforest",NA,"Vertical Relief: Flat","0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","FLATREL","0-10CM",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Flat","MLPA_kelpforest",NA,"Vertical Relief: Flat","0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","RELIEF","FLATREL","0-10CM",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Flat","MLPA_kelpforest",NA,"Vertical Relief: Flat","0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","RELIEF","FLATREL","0-.1m",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Flat","MLPA_kelpforest",NA,"Vertical Relief: Flat","0 - 10 cm vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","RELIEF","HIREL",">2 M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: High","MLPA_kelpforest",NA,"Vertical Relief: High","> 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","HIREL",">2M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: High","MLPA_kelpforest",NA,"Vertical Relief: High","> 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","RELIEF","HIREL",">2M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: High","MLPA_kelpforest",NA,"Vertical Relief: High","> 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","RELIEF","HIREL",">2m",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: High","MLPA_kelpforest",NA,"Vertical Relief: High","> 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","RELIEF","MODREL","1-2 M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Moderate","MLPA_kelpforest",NA,"Vertical Relief: Moderate","1 m - 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","MODREL","1M-2M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Moderate","MLPA_kelpforest",NA,"Vertical Relief: Moderate","1 m - 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","RELIEF","MODREL","1M-2M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Moderate","MLPA_kelpforest",NA,"Vertical Relief: Moderate","1 m - 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","RELIEF","MODREL","1-2m",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Moderate","MLPA_kelpforest",NA,"Vertical Relief: Moderate","1 m - 2 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","RELIEF","SLTREL","10CM - 1 M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Slight","MLPA_kelpforest",NA,"Vertical Relief: Slight","10 cm - 1 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","RELIEF","SLTREL","10CM-1M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Slight","MLPA_kelpforest",NA,"Vertical Relief: Slight","10 cm - 1 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","RELIEF","SLTREL","10CM-1M",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Slight","MLPA_kelpforest",NA,"Vertical Relief: Slight","10 cm - 1 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","RELIEF","SLTREL",".1-1m",NA,NA,NA,NA,NA,NA,NA,"Vertical Relief: Slight","MLPA_kelpforest",NA,"Vertical Relief: Slight","10 cm - 1 m vertical relief recorded within box 0.5 m in front and back of the point and 1 m on either side.",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","SUBSTRATE","BEDRK","BEDRK",NA,NA,NA,NA,NA,NA,NA,"Substrate: Bedrock","MLPA_kelpforest",NA,"Substrate: Bedrock","Classification based on greatest diameter > 1 m .",">1m, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","SUBSTRATE","BEDRK","BEDRK",NA,NA,NA,NA,NA,NA,NA,"Substrate: Bedrock","MLPA_kelpforest",NA,"Substrate: Bedrock","Classification based on greatest diameter > 1 m .",">1m, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","SUBSTRATE","BEDRK","BEDROCK",NA,NA,NA,NA,NA,NA,NA,"Substrate: Bedrock","MLPA_kelpforest",NA,"Substrate: Bedrock","Classification based on greatest diameter > 1 m .",">1m, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","SUBSTRATE","BEDRK","bedrock",NA,NA,NA,NA,NA,NA,NA,"Substrate: Bedrock","MLPA_kelpforest",NA,"Substrate: Bedrock","Classification based on greatest diameter > 1 m .",">1m, longest dimension","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","SUBSTRATE","BOULD","BOULD",NA,NA,NA,NA,NA,NA,NA,"Substrate: Boulder","MLPA_kelpforest",NA,"Substrate: Boulder","Classification based on greatest diameter > 10cm and < 1m.",">10cm and <1m, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","SUBSTRATE","BOULD","BOULD",NA,NA,NA,NA,NA,NA,NA,"Substrate: Boulder","MLPA_kelpforest",NA,"Substrate: Boulder","Classification based on greatest diameter > 10cm and < 1m.",">10cm and <1m, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","SUBSTRATE","BOULD","BOULD",NA,NA,NA,NA,NA,NA,NA,"Substrate: Boulder","MLPA_kelpforest",NA,"Substrate: Boulder","Classification based on greatest diameter 10cm - 1m.",">10cm and <1m, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","SUBSTRATE","BOULD","boulder",NA,NA,NA,NA,NA,NA,NA,"Substrate: Boulder","MLPA_kelpforest",NA,"Substrate: Boulder","Classification based on greatest diameter > 10cm and < 1m.",">10cm and <1m, longest dimension","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","SUBSTRATE","COB","COB",NA,NA,NA,NA,NA,NA,NA,"Substrate: Cobble","MLPA_kelpforest",NA,"Substrate: Cobble","Classification based on greatest diameter < 10cm.","<10cm, longest dimension","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","SUBSTRATE","COB","COB",NA,NA,NA,NA,NA,NA,NA,"Substrate: Cobble","MLPA_kelpforest",NA,"Substrate: Cobble","Classification based on greatest diameter < 10cm.","<10cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","SUBSTRATE","COB","COB",NA,NA,NA,NA,NA,NA,NA,"Substrate: Cobble","MLPA_kelpforest",NA,"Substrate: Cobble","Classification based on greatest diameter < 10cm.","<10cm, longest dimension","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","SUBSTRATE","COB","cobble",NA,NA,NA,NA,NA,NA,NA,"Substrate: Cobble","MLPA_kelpforest",NA,"Substrate: Cobble","Classification based on greatest diameter < 10cm.","<10cm, longest dimension","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","SUBSTRATE","SAND","SAND",NA,NA,NA,NA,NA,NA,NA,"Substrate: Sand","MLPA_kelpforest",NA,"Substrate: Sand",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","SUBSTRATE","SAND","SAND",NA,NA,NA,NA,NA,NA,NA,"Substrate: Sand","MLPA_kelpforest",NA,"Substrate: Sand",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","SUBSTRATE","SAND","SAND",NA,NA,NA,NA,NA,NA,NA,"Substrate: Sand","MLPA_kelpforest",NA,"Substrate: Sand","Classification based on persistent sand that can not be brushed away from any lower substrate.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
